pid,rid,verb,verbstem,sentence,ISO3,object,objectcleanpp,objecttype,label1,label2,group
1582,752,surrendered,surrend,"In another development, seven United Liberation Front of Asom (ULFA) terrorists and two National Democratic Front of Bodoland (NDFB) terrorists surrendered in Sonitpur district, on June 26.",IND,seven United Liberation Front of Asom ( ULFA ) terrorists and two National Democratic Front of Bodoland ( NDFB ) terrorists,united liberation front asom ulfa terrorists and national democratic bodoland ndfb,person,terrorist,not-assigned,NA
56358,31238,arrested,arrest,"Two Kuki National Front (KNF) militants, Thangsikhup Jaiche alias Akhup and Umsophul Rangla, were arrested from Keithelmanbi area in the Imphal East district on November 8.",IND,"Two Kuki National Front ( KNF ) militants , Thangsikhup Jaiche alias Akhup and Umsophul Rangla , from Keithelmanbi area",kuki national front knf militants thangsikhup jaiche alias akhup and umsophul rangla area,person,terrorist,not-assigned,NA
90515,46567,burning,burn,"He was also involved in the killing and burning alive the then ruling party leader of the Communist Party of India-Marxist (CPI-M), Rabindranath Kar and his wife Anandomoyee Kar in January 2006.",IND,"He alive the then ruling party leader of the Communist Party of India-Marxist ( CPI-M ) , Rabindranath Kar and his wife",he alive then ruling party leader communist party india marxist cpi rabindranath kar and his wife,person,terrorist,maoist,NA
111982,56730,lynched,lynch,"In a retaliatory attack, a mob of people at Joypur under Kokrajhar Police Station lynched to death four former militants of disbanded Bodoland Liberation Tiger (BLT) - Pradip Bodo (32), Jonson Bodo (36), Nip Goyari (25) and Jamin Goyari (24) in the night of July 20.",IND,to death four former militants of disbanded Bodoland Liberation Tiger ( BLT ) - Pradip Bodo ( 32 ),to death former militants disbanded bodoland liberation tiger blt pradip bodo,person,terrorist,not-assigned,NA
17712,10310,killed,kill,Two suspected People's Revolutionary Party of Kangleipak (PREPAK) terrorists were reportedly killed during an encounter on October 7 at Tharoijam Awang Leikai under the Patsoi police station limits of West Imphal district in Manipur.,IND,People 's Revolutionary Party of Kangleipak ( PREPAK ) terrorists,people revolutionary party kangleipak terrorists,person,terrorist,not-assigned,NA
12331,7036,arrested,arrest,"Bihar police arrested 13 left-wing extremists, Naxalites, including a self-styled <fc><be><8c><93><a4><bc>area commander' of the People's War Group (PWG) in Gulabganj village, under the Kinjer police station limits, Arwal district, on March 3.",IND,"13 left-wing extremists , Naxalites , including a self-styled < fc > < be > < 8c > < 93 > < a4 > < bc > area commander ' of the People 's War Group ( PWG ) in Gulabganj village , under the Kinjer police station limits , Arwal district ,",left wing extremists naxalites including self styled fc be bc area commander people war group pwg village kinjer police station limits district,person,terrorist,maoist,NA
64362,34479,wounded,wound,"One Muslim United Liberation Tigers of Assam (MULTA) cadre, Muslim Ali, was wounded by troops during an encounter at Muslim Ghopa village in the Darrang district on August 13-morning, according to Assam Tribune.",IND,"One Muslim United Liberation Tigers of Assam ( MULTA ) cadre , Muslim Ali ,",united liberation tigers multa cadre ali,person,terrorist,not-assigned,NA
79829,41620,arrested,arrest,"Two cadres belonging to Noyon faction of the KCP, identified as Moirangthem Anand Singh alias Khingba (31) and Potsangbam Ibochouba Singh (30), were arrested by a combined force of the Imphal West District Police and Assam Rifles in two separate search operations at Kakwa Bazar and Heirangoithong Aheibam Leikai on December 26.",IND,"Two cadres belonging to Noyon faction of the KCP , identified as Moirangthem Anand Singh alias Khingba ( 31 ) and Potsangbam Ibochouba Singh ( 30 ) ,",cadres belonging to faction kcp identified moirangthem anand singh alias khingba and potsangbam ibochouba,person,terrorist,not-assigned,NA
44344,25645,arrested,arrest,"Subsequent to his confession, Police arrested two more cadres of the outfit, Chunu Kumar Reang and Sishu Kumar Reang, from Anandabazar under North Tripura district in the neighbouring State of Tripura.",IND,"two more cadres of the outfit , Chunu Kumar Reang and Sishu Kumar Reang , from Anandabazar under North Tripura district in the neighbouring State of Tripura",more cadres outfit chunu kumar reang and sishu district neighbouring state,person,terrorist,not-assigned,NA
48446,27442,arrested,arrest,"The Special Task Force of Uttar Pradesh Police arrested two Pakistani nationals, Abdul Shakur and Adil Anjum alias Adil, linked to that country's Inter-Services Intelligence (ISI), during a search operation at Qaiserbagh in Lucknow on December 28-morning, reports Indian Express.",IND,two Pakistani nationals,pakistani nationals,person,terrorist,not-assigned,NA
105499,53959,firing,fire,"The warning came after the NSCN-IM cadres were accused of firing, abduction and intimidation in favour of candidates belonging to the Naga Peoples Front (NPF) during Manipur Assembly elections, held on January 28.",IND,"IM cadres abduction and intimidation in favour of candidates belonging to the Naga Peoples Front ( NPF ) during Manipur Assembly elections , held on January 28.",im cadres abduction and intimidation favour candidates belonging to naga peoples front npf manipur assembly elections held january,person,terrorist,not-assigned,NA
68635,36254,surrendered,surrend,"Separately, two CPI-Maoist cadres, identified as Jailal Manjhi and Rudal Manjhi, residents of Rampur village in the East Champaran District, surrendered before the Superintendent of Police, N. H. Khan, on December 17, The Hindu reported.",IND,"two CPI-M aoist cadres , identified as Jailal Manjhi and Rudal Manjhi , residents of Rampur village in the East Champaran District ,",cpi aoist cadres identified jailal manjhi and rudal residents village district,person,terrorist,maoist,NA
1531,732,arrested,arrest,"In another incident, two terrorists of the Manipur People's Army (MPA), the armed wing of the United National Liberation Front (UNLF), were arrested from Bongali Ghahigaon in Sivasagar district on June 21.",IND,"two terrorists of the Manipur People 's Army ( MPA ) , the armed wing of the United National Liberation Front ( UNLF ) , from Bongali Ghahigaon",terrorists manipur people army mpa armed wing united national liberation front unlf bongali ghahigaon,person,terrorist,not-assigned,NA
139144,67977,killed,kill,"Nagaland Post  reports that two militants of the Breakaway faction of the A'chik National Volunteers Council (ANVC-B), identified as Belbong and Raga, were killed in West Garo Hills on February 18, a Police official said.",IND,"two militants of the Breakaway faction of the A 'c hik National Volunteers Council ( ANVC - B ) , identified as Belbong and Raga ,",militants breakaway faction hik national volunteers council anvc identified belbong and raga,person,terrorist,not-assigned,NA
74081,38770,arrested,arrest,"In addition, the Border Security Force personnel arrested one, Mohiruddin Sheikh, a suspected cadre of an unidentified Islamic outfit near Balajan in the Dhubri District, reports Telegraph.",IND,"one , Mohiruddin Sheikh , a suspected cadre of an unidentified Islamic outfit near Balajan in the Dhubri District ,",mohiruddin sheikh suspected cadre unidentified islamic outfit dhubri district,person,terrorist,not-assigned,NA
38519,22574,arrested,arrest,"A United Liberation Front of Asom (ULFA) cadre, <fc><be><8c><93><a4><bc>Lance corporal' Meena Bokolial alias Meena Gogoi of the outfit's 28th battalion and three other women cadres, identified as Binita Hazarika, Monalisa Moran and Khyanmanti Moran, were arrested by the Army at Dighalipathar in the Philobari area of Tinsukia district on October 27.",IND,"A United Liberation Front of Asom ( ULFA ) cadre , < fc > < be > < 8c > < 93 > < a4 > < bc > Lance corporal ' Meena Bokolial alias Meena Gogoi of the outfit 's 28th battalion and three other women cadres , identified as Binita Hazarika , Monalisa Moran and Khyanmanti Moran ,",united liberation front asom ulfa cadre fc be bc lance corporal meena bokolial alias gogoi outfit th battalion and other women cadres identified binita hazarika monalisa moran khyanmanti,person,terrorist,not-assigned,NA
119492,59805,arrested,arrest,"Meanwhile, the Guwahati City Police arrested a Muslim United Liberation Tigers of Assam (MULTA) militant, Mohammad Dilwar, from Sarabbhati area on January 23, reports Assam Tribune.",IND,"a Muslim United Liberation Tigers of Assam ( MULTA ) militant , Mohammad Dilwar , from Sarabbhati area",muslim united liberation tigers assam multa militant mohammad dilwar area,person,terrorist,not-assigned,NA
57839,31829,arrested,arrest,"Five Borok National Council of Tripura (BNCT) militants and collaborators were arrested by the Assam Rifles personnel from Hazacharra and Naisingpara area of the Kanchapur Reang camps in the North Tripura district on December 26, reports Tripurainfo.",IND,Five Borok National Council of Tripura ( BNCT ) militants and collaborators,borok national council bnct militants and collaborators,person,terrorist,not-assigned,NA
131496,64999,arrested,arrest,"Again on the same day, SFs also arrested two Kanglei Yawol Kanna Lup (KYKL) cadres, identified as Laishram Romen Khuman alias RK (30) and his wife Nongthombam Laishram Pemcha Devi alias Memcha (41) from New Checkon Crossing and residence at Haobam Marak Lourembam Leikai at around 10.45 am and 11.45 am respectively, which two mobile phones and SIM cards.",IND,"two Kanglei Yawol Kanna Lup ( KYKL ) cadres , identified as Laishram Romen Khuman alias RK ( 30 ) and his wife Nongthombam Laishram Pemcha Devi alias Memcha ( 41 ) from New Checkon Crossing and residence at Haobam Marak Lourembam Leikai at around 10.45 am and 11.45 am respectively , which two mobile phones and SIM cards",kanglei yawol kanna lup kykl cadres identified laishram romen khuman alias rk and his wife nongthombam pemcha devi memcha crossing residence am respectively mobile phones sim cards,person,terrorist,not-assigned,NA
39865,23226,arrested,arrest,"The Hyderabad Police arrested four suspected Lashkar-e-Toiba (LeT) activists on December 30, according to UNI.",IND,four suspected Lashkar - e - Toiba ( LeT ) activists on December 30,suspected lashkar toiba let activists december,person,terrorist,not-assigned,NA
120980,60516,arrested,arrest,"One of the cadres identified as Kinthuilung Kamei alias Athui kamei was arrested from Kakhulong Gate, Paona Bazar.",IND,"One of the cadres identified as Kinthuilung Kamei alias Athui kamei from Kakhulong Gate , Paona Bazar",cadres identified kinthuilung kamei alias athui kamei,person,terrorist,not-assigned,NA
51820,29069,arrested,arrest,"Two People's Liberation Army (PLA) activists, identified as Cpl Meisnam Thoiba Singh alias Bobina alias Jit alias Bee and Khaidem Sadananda Singh alias Sai-lesh, were arrested by the police at Sagol-band Nepra Menjor Pukhri Achouba Mapal in the Imphal West district, on May 24, reports Sanghai Express.",IND,"Two People 's Liberation Army ( PLA ) activists Cpl Meisnam Thoiba Singh alias Bobina alias Jit alias Bee and Khaidem Sadananda Singh alias Sai - lesh ,",people liberation army pla activists cpl meisnam thoiba singh alias bobina jit bee and khaidem sadananda sai lesh,person,terrorist,not-assigned,NA
59082,32314,arrested,arrest,"The Army arrested one All Adivasi National Liberation Army (AANLA) cadre, Babulal Panna, on an unspecified date from Daluabari village under Kokrajhar police station in the Kokrajhar district, according to Assam Tribune.",IND,"one All Adivasi National Liberation Army ( AANLA ) cadre , Babulal Panna , on an unspecified date from Daluabari village under Kokrajhar police station in the Kokrajhar district",all adivasi national liberation army aanla cadre babulal panna unspecified date village police station district,person,terrorist,not-assigned,NA
31307,18715,arrested,arrest,"On the same day, security forces arrested two terrorists of the Biswamohan Debbarma faction of the NLFT, identified as Khushajoy Reang and Kalpamohan Tripura from Kumpui village under Bangmun police station in North Tripura.",IND,"two terrorists of the Biswamohan Debbarma faction of the NLFT , identified as Khushajoy Reang and Kalpamohan Tripura from Kumpui village under Bangmun police station in North Tripura",terrorists biswamohan debbarma faction nlft identified khushajoy reang and kalpamohan village police station,person,terrorist,not-assigned,NA
103285,52985,arrested,arrest,The Nagaland Post reports that Security Forces (SFs) on December 12 arrested a militant of the Nationalist Socialist Council of Nagaland-Issak-Muivah (NSCN-IM) allegedly involved in Sangakpham bomb blast on August 1 from Kom Keirak Loktak Project area in Bishnupur District.,IND,a militant of the Nationalist Socialist Council of Nagaland - Issak - Muivah ( NSCN - IM,militant nationalist socialist council issak muivah nscn im,person,terrorist,not-assigned,NA
15753,9220,killed,kill,"Two Bodo Liberation Tigers (BLT) cadres were also killed, possibly by stray bullets, in the encounter.",IND,Two Bodo Liberation Tigers ( BLT ) cadres,bodo liberation tigers blt cadres,person,terrorist,not-assigned,NA
109669,55836,arrested,arrest,"Security Forces (SFs) on June 5 arrested four Nationalist Socialist Council of Nagaland-Isak <fc><be><8d><a3><a4><bc>Muivah (NSCN-IM) militants along with arms and ammunition from Eastern Lodge in Paltan Bazar in Dibrugarh town, reports Assam Tribune.",IND,four Nationalist Socialist Council of Nagaland - Isak < fc > < be > < 8d > < a3 > < a4 > < bc > Muivah ( NSCN - IM ) militants along with arms and ammunition from Eastern Lodge in Paltan Bazar in Dibrugarh town,nationalist socialist council isak fc be bc muivah nscn im militants arms and ammunition town,person,terrorist,not-assigned,NA
37442,22061,killed,kill,"On September 5, unidentified militants killed a former cadre of the People's Revolutionary Party of Kangleipak (PREPAK), identified as Thounaojam Gojen, at his residence located at Haokha Mamang Leikai in the Thoubal district.",IND,"a former cadre of the People 's Revolutionary Party of Kangleipak ( PREPAK ) , identified as Thounaojam Gojen , at his residence located at Haokha Mamang Leikai in the Thoubal district",former cadre people revolutionary party kangleipak prepak identified thounaojam gojen his residence located district,person,terrorist,not-assigned,NA
6384,2878,arrested,arrest,"On April 10, four terrorists of the National Liberation Front of Tripura (NLFT) were arrested in two separate incidents.",IND,four terrorists of the National Liberation Front of Tripura ( NLFT ),terrorists national liberation front tripura nlft,person,terrorist,not-assigned,NA
76041,39716,arrested,arrest,"The Security Force (SF) personnel arrested two Bru National Council of Tripura (BNCT) militants, identified as Nicky Ram Reang (40) and Kashiram Reang (35), from the Hatimatha area under Gandacherra subdivision of North Tripura on August 26, according to Sentinel.",IND,"two Bru National Council of Tripura ( BNCT ) militants , identified as Nicky Ram Reang ( 40 ) and Kashiram Reang ( 35 ) , from the Hatimatha area under Gandacherra subdivision of North Tripura on August 26 , according to Sentinel",bru national council bnct militants identified nicky ram reang and kashiram area subdivision august according to,person,terrorist,not-assigned,NA
110133,56012,arrested,arrest,"With a number of Naxalites [Left-wing Extremists] being arrested in the national capital, Delhi Police are sensitising their rank-and-file about Left-wing extremism across the nation, reports Deccan Herald.",IND,Left-wing Extremists,left wing extremists,person,terrorist,maoist,NA
48579,27511,killed,kill,"At least 12 DHD cadres belonging to Nunisa faction were killed over the past eight months, mentioned the report.",IND,At least 12 DHD cadres belonging to Nunisa faction,least dhd cadres belonging to nunisa faction,person,terrorist,not-assigned,NA
38000,22332,arrested,arrest,"In a separate incident, a Kanglei Yawol Kanna Lup (KYKL) militant, Ningombam Ibomcha Singh, was arrested by troops of the 22 Maratha Light Infantry and a team of police commandos from Pangal Tabi on October 2. Two rounds of AK ammunition and a demand letter of the outfit were recovered from his possession.",IND,"a Kanglei Yawol Kanna Lup ( KYKL ) militant , Ningombam Ibomcha Singh ,",kanglei yawol kanna lup kykl militant ningombam ibomcha singh,person,terrorist,not-assigned,NA
115235,58055,arrested,arrest,"Separately, Gadchiroli Police arrested a Maoist Dalam (armed squad) woman cadre from a forest near Gandepalli village in Etapalli division of the District.",IND,a Maoist Dalam ( armed squad ) woman cadre from a forest near Gandepalli village in Etapalli division of the District,maoist dalam armed squad woman cadre forest village division district,person,terrorist,maoist,NA
92539,47677,arrested,arrest,"Separately, 31 Assam Rifles launched a search operation in the area of Gate No. 2 in Moreh and arrested one Kanglei Yawol Kanna Lup (KYKL) cadre, identified as Jakhellambam Chalamba Singh (25).",IND,"one Kanglei Yawol Kanna Lup ( KYKL ) cadre , identified as Jakhellambam Chalamba Singh ( 25).",kanglei yawol kanna lup kykl cadre identified jakhellambam chalamba singh,person,terrorist,not-assigned,NA
139515,68140,arrested,arrest,"Security Forces (SFs) arrested two suspected Karbi People's Liberation Tigers (KPLT) linkmen, Orjen Ronghang (40) and Korop Ronghang (24), from Sanbe Teron Gaon in Karbi Anglong District on February 28, reports The Sentinel.",IND,"two suspected Karbi People 's Liberation Tigers ( KPLT ) linkmen , Orjen Ronghang ( 40 ) and Korop Ronghang ( 24 )",suspected people liberation tigers kplt linkmen orjen ronghang and korop,person,terrorist,not-assigned,NA
23769,14144,arrested,arrest,"Also, according to media reports of July 11, a Kuki National Front (KNF) terrorist was arrested from the Haokip Veng area by a team of the Imphal East district police, while a Kuki National Army (KNA) terrorist was also arrested separately from the New Lambulane area on an unspecified date.",IND,a Kuki National Army ( KNA ) terrorist from the New Lambulane area,kuki national army kna terrorist area,person,terrorist,not-assigned,NA
56454,31284,shot,shot,"Meanwhile, a surrendered ULFA cadre, Uttam Buragohain, was shot at and injured by unidentified militants at Dihingia village in the Tisukia district.",IND,"a surrendered ULFA cadre , Uttam Buragohain ,",surrendered ulfa cadre uttam buragohain,person,terrorist,not-assigned,NA
53735,30035,assaulted,assault,"Further, a group of National Democratic Front of Bodoland (NDFB) militants on August 3 assaulted a former Bodo Liberation Tiger force cadre, Bhadra Boro, at Bathoupuri near Musalpur in the Baksa district after they had made an abortive extortion attempt in a government office.",IND,"a former Bodo Liberation Tiger force cadre , Bhadra Boro ,",former bodo liberation tiger force cadre bhadra boro,person,terrorist,not-assigned,NA
65738,35022,killed,kill,"Separately, Potturi Ramulamma, alias Geeta, wife of CPI-Maoist leader Bisai Kamaraju alias Ranadev, who was killed in the Gunkuravyi encounter a few months ago, surrendered before Superintendent of Police Akun Sabharwal in Visakhapatnam.",IND,CPI-M aoist leader Bisai Kamaraju alias Ranadev who,cpi aoist leader bisai kamaraju alias ranadev who,person,terrorist,maoist,NA
137718,67358,arrested,arrest,"Records available with Jharkhand's Crime Investigation Department (CID) reveal that Indian Mujahideen (IM) operatives Manzar Imam and Danish Riyaz arrested in 2013 and 2011, had grown up in urban slums at Bariyatu in Ranchi.",IND,Indian Mujahideen ( IM ) operatives Manzar Imam and Danish Riyaz,indian mujahideen im operatives manzar imam and danish riyaz,person,terrorist,not-assigned,NA
665,329,killed,kill,"Two activists of a trade union front organisation of Left wing extremists, Singareni Karmika Samakhya were killed by police in Duganapalle village, Adilabad district, Andhra Pradesh (AP), on April 17.",IND,"Two activists of a trade union front organisation of Left wing extremists , Singareni Karmika Samakhya",activists trade union front organisation left wing extremists singareni karmika samakhya,person,terrorist,maoist,NA
77334,40389,killed,kill,"According to a Union Home Ministry data, the CRPF troops also killed 52 Naxalites, 56 terrorists in Jammu and Kashmir and 45 insurgents in the North East, totalling 153.",IND,"52 Naxalites , 56 terrorists in Jammu and Kashmir and 45 insurgents in the North East",naxalites terrorists and insurgents,person,terrorist,maoist,NA
27550,16581,surrendered,surrend,"Elsewhere in Andhra Pradesh, Atram Bheem Rao alias Dinesh, a member of the Mangi dalam (squad) of the PWG, surrendered before the Superintendent of Police, Mahesh M. Bhagwat, in Adilabad district on March 24.",IND,"Elsewhere in Andhra Pradesh , Atram Bheem Rao alias Dinesh , a member of the Mangi dalam ( squad ) of the PWG",elsewhere atram bheem rao alias dinesh member mangi dalam squad pwg,person,terrorist,maoist,NA
72018,37827,killed,kill,Our team on the ground in Dantewada informed the Director General A S Gill that more than 30 Naxals (left-wing extremists) were killed in the encounter that took place on Friday.,IND,more than 30 Naxals ( left-wing extremists ),more naxals left wing extremists,person,terrorist,maoist,NA
78352,40924,arrested,arrest,"Meanwhile, the SFs arrested two All Adivasi National Liberation Army (AANLA) militants from the Singgaon area of Udalguri District, reports Telegraph.",IND,two All Adivasi National Liberation Army ( AANLA ) militants from the Singgaon area of Udalguri District,all adivasi national liberation army aanla militants area,person,terrorist,not-assigned,NA
74470,38954,arrested,arrest,"Further, Security Forces arrested a suspected CPI-Maoist linkman, identified as Lal Mohan Murmu, from the Jhitka forests near the Lalgarh area of West Midnapore District, reports IANS.",IND,"a suspected CPI-M aoist linkman , identified as Lal Mohan Murmu , from the Jhitka forests near the Lalgarh area of West Midnapore District",suspected cpi aoist linkman identified lal mohan murmu forests area district,person,terrorist,maoist,NA
78863,41179,killed,kill,"A United Kuki Liberation Front (UKLF) cadre, Benjamin Thangbem, was killed by Kuki National Army (KNA) militants at Tuibong village in Churachandpur District on November 26, reports Imphal Free Press.",IND,"A United Kuki Liberation Front ( UKLF ) cadre , Benjamin Thangbem ,",united kuki liberation front uklf cadre benjamin thangbem,person,terrorist,not-assigned,NA
62696,33820,arrested,arrest,"Another PREPAK cadre, Phandom Roben Singh alias Laba, was arrested from his residence at Mayang Langjing Tamang Makha Leikai on the same day.",IND,"Another PREPAK cadre , Phandom Roben Singh alias Laba , from his residence",prepak cadre phandom roben singh alias laba his residence,person,terrorist,not-assigned,NA
80034,41703,arrested,arrest,"Rakhahari Ruidas and Kajol Pramanik, hailing from Maoists-affected Ghatsila in West Midnapore, were arrested from Purba Borkola village, they said, adding the duo would be produced before a court at Dubrajpur near here for transit remand.",IND,"Rakhahari Ruidas and Kajol Pramanik , hailing from Maoists - affected Ghatsila in West Midnapore , from Purba Borkola village",rakhahari ruidas and kajol pramanik hailing maoists affected village,person,terrorist,maoist,NA
76460,39934,shot,shot,The SP Saket Kumar Singh said that Ashesh had claimed to have shot a 'sub-zonal commander' and an 'area commander' before surrendering.,IND,a 's ub - zonal commander ' and an 'a rea commander ',ub zonal commander and rea,person,terrorist,not-assigned,NA
87943,45369,arrested,arrest,"KCP-City Meitei cadre, Ningombam Erocha alias Danajoy (41), was arrested from Huidrom Awang Leikai, added the release.",IND,"KCP - City Meitei cadre , Ningombam Erocha alias Danajoy ( 41 ) , from Huidrom Awang Leikai",kcp city meitei cadre ningombam erocha alias danajoy huidrom awang leikai,person,terrorist,not-assigned,NA
29959,18057,arrested,arrest,"According to delayed reports, on August 22, security forces arrested a self-styled <fc><be><8c><93><a4><bc>captain' Kewang Tesia of the National Socialist Council of Nagaland- Isak Muivah (NSCN-IM) from Joypur Tiniali in the Dibrugarh district and recovered Rupees 2,35,110 from his possession.",IND,a self-styled < fc > < be > < 8c > < 93 > < a4 > < bc > captain ' Kewang Tesia of the National Socialist Council of Nagaland - Isak Muivah ( NSCN - IM ) from Joypur Tiniali in the Dibrugarh district,self styled fc be bc captain kewang tesia national socialist council isak muivah nscn im joypur tiniali district,person,terrorist,not-assigned,NA
72492,38048,arrested,arrest,"Separately, a militant of the Military Council faction of the Kangleipak Communist Party (KCP), Pebam Surjit Singh alias Chacha, was arrested by the Imphal East District Police from Bamon Leikai on April 28.",IND,"a militant of the Military Council faction of the Kangleipak Communist Party ( KCP ) , Pebam Surjit Singh alias Chacha ,",militant military council faction kangleipak communist party kcp pebam surjit singh alias chacha,person,terrorist,not-assigned,NA
88379,45575,arrested,arrest,"Two Kanglei Yawol Kanna Lup (KYKL) cadres, a senior leader of the outfit and his wife were arrested by National Investigation Agency (NIA) officials from a house in Kurseong of Darjeeling District in West Bengal on August 18, according to Sangai Express.",IND,"Two Kanglei Yawol Kanna Lup ( KYKL ) cadres , a senior leader of the outfit and his wife",kanglei yawol kanna lup kykl cadres senior leader outfit and his wife,person,terrorist,not-assigned,NA
124145,61859,arrested,arrest,"A <fc><be><8c><93><a4><bc>commander' of People's United Liberation Front (PULF), identified as Abbas Khan, was arrested from Shakarpur area (East Delhi District) in Delhi for committing robbery and theft, Police said on February 14, reports Nagaland Post.",IND,"A < fc > < be > < 8c > < 93 > < a4 > < bc > commander ' of People 's United Liberation Front ( PULF ) , identified as Abbas Khan , from Shakarpur area ( East Delhi District )",fc be bc commander people united liberation front pulf identified abbas khan area district,person,terrorist,not-assigned,NA
94243,48611,arrested,arrest,"In another incident, the Police arrested two women who went to meet CPI-Maoist leader Ajay Purti in Chaibasa jail in West Singhbhum District.",IND,two women who went to meet CPI-M aoist leader Ajay Purti in Chaibasa jail in West Singhbhum District,women who went to meet cpi aoist leader ajay purti jail district,person,terrorist,maoist,NA
33169,19668,killed,kill,A National Liberation Front of Tripura (NLFT) cadre was killed in an encounter with the police at Takarjala in the West Tripura district on January 30.,IND,A National Liberation Front of Tripura ( NLFT ) cadre,national liberation front nlft cadre,person,terrorist,not-assigned,NA
115633,58199,arrested,arrest,"Nagaland Post reports that Seven Nationalist Socialist Council of Nagaland-Isak-Muivah (NSCN-IM) cadres were arrested by Security Forces (SFs) from Kabirong village, Tamenglong District, Manipur Police on October 5 said.",IND,Seven Nationalist Socialist Council of Nagaland - Isak - Muivah ( NSCN - IM ) cadres,seven nationalist socialist council muivah nscn im cadres,person,terrorist,not-assigned,NA
135262,66474,arrested,arrest,The Sangai Express reports that a combined team of Thoubal District Police commandos and troops of 40 Assam Rifles arrested two United People Revolutionary Front (UPRF) cadres on November 16.,IND,two United People Revolutionary Front ( UPRF ) cadres on November 16.,united people revolutionary front uprf cadres november,person,terrorist,not-assigned,NA
7210,3290,arrested,arrest,"Meanwhile, an Army press release stated 13 persons have been arrested for providing help and support to ULFA terrorists.",IND,13 persons for providing help and support to ULFA terrorists,persons providing help and support to ulfa terrorists,person,terrorist,not-assigned,NA
88066,45426,arrested,arrest,"Two cadres belonging to Military Defense Force faction of the Kanglei Yawol Kanna Lup (KYKL) were arrested by a combined force of the Thoubal District Police and Army from Tanjeng and its surrounding areas on August 11, reports Imphal Free Press.",IND,Two cadres belonging to Military Defense Force faction of the Kanglei Yawol Kanna Lup ( KYKL ),cadres belonging to military defense force faction kanglei yawol kanna lup kykl,person,terrorist,not-assigned,NA
1084,527,arrested,arrest,"Police, meanwhile, arrested an ULFA militant in Jagiroad, Morigaon district, on May 15, and another from Shivpurm, on May 14.",IND,"an ULFA militant in Jagiroad , Morigaon district ,",ulfa militant district,person,terrorist,not-assigned,NA
37887,22283,killed,kill,"On September 26, police killed Linus Sungoh, a suspected sympathiser of an unidentified militant outfit, at Lad Rymbai in the Jaintia Hills district.",IND,"Linus Sungoh , a suspected sympathiser of an unidentified militant outfit , at Lad Rymbai in the Jaintia Hills district",linus sungoh suspected sympathiser unidentified militant outfit lad rymbai district,person,terrorist,not-assigned,NA
128008,63499,killed,kill,"Communist Party of India-Maoist (CPI-Maoist) cadres killed a Salwa Judum (an anti-Maoist vigilante group) activist, identified as M Mukka, near Asirguda in Sukma District on May 29, reports The Times of India.",IND,a Salwa Judum ( an anti- Maoist vigilante group ) activist,salwa judum anti maoist vigilante group activist,person,terrorist,maoist,NA
62181,33593,arrested,arrest,"Troops of the 12 Maratha Li arrested a People''s Liberation Army (PLA) cadre, Maipam Samchan, from Salam Makha Leikai under Patsoi police station on May 28.",IND,"a People '' s Liberation Army ( PLA ) cadre , Maipam Samchan ,",people liberation army pla cadre maipam samchan,person,terrorist,not-assigned,NA
32212,19165,arrested,arrest,"Separately, a team of Imphal West police commandos arrested a People's Revolutionary Party of Kangleipak (PREPAK) terrorist, identified as Langpoklakpam Lohel, from Paona bazaar in the heart of Imphal city.",IND,"a People 's Revolutionary Party of Kangleipak ( PREPAK ) terrorist , identified as Langpoklakpam Lohel , from Paona bazaar in the heart of Imphal city.",people revolutionary party kangleipak terrorist identified langpoklakpam lohel bazaar heart city,person,terrorist,not-assigned,NA
58512,32085,arrested,arrest,"Separately, one Achik National Volunteer Council (ANVC) cadre, Dorang G. Momin, was arrested by the Meghalaya police personnel when they neutralised a hideout at Tarajak village in the West Khasi Hills district on an unspecified date, according to Assam Tribune.",IND,"one Achik National Volunteer Council ( ANVC ) cadre , Dorang G. Momin ,",achik national volunteer council anvc cadre dorang momin,person,terrorist,not-assigned,NA
35132,20815,killed,kill,"According to The Hindu, two left-wing extremists (also known as Naxalites) belonging to the CPI-ML Janashakti were killed during an encounter with the security forces (SFs) near Venkatapur forest in the Warangal district of Andhra Pradesh on May 15.",IND,the CPI-M L Janashakti,cpi janashakti,person,terrorist,maoist,NA
68025,35977,arrested,arrest,Three Muslim United Liberation Tigers of Assam (MULTA) militants were arrested by the Army from Dalaigaon village in the Morigaon district on November 26.,IND,Three Muslim United Liberation Tigers of Assam ( MULTA ) militants,muslim united liberation tigers assam multa militants,person,terrorist,not-assigned,NA
136047,66735,beaten up,beaten up,"Meanwhile, a mob on December 3 had beaten up two militants belonging to the Ranjan Daimary faction of the National Democratic Front of Boroland (NDFB-RD) leading to the death of one cadre, reports Times of India.",IND,a mob on December 3 two militants belonging to the Ranjan Daimary faction of the National Democratic Front of Boroland ( NDFB - RD ),mob december militants belonging to ranjan daimary faction national democratic front boroland rd,person,terrorist,not-assigned,NA
78832,41164,arrested,arrest,"The Security Forces personnel arrested three militants of the Kangleipak Communist Party - Military Council (KCP-MC) of Manipur from a rented house at Mirza area in Kamrup District on November 27, according to Telegraph.",IND,"three militants of the Kangleipak Communist Party - Military Council ( KCP - MC ) of Manipur from a rented house at Mirza area in Kamrup District on November 27 , according to Telegraph",militants kangleipak communist party military council kcp mc rented house area november according to telegraph,person,terrorist,not-assigned,NA
